date,HINDALCO,overlap
2010-07-22,16.0,
2010-07-23,12.0,
2010-07-24,3.0,
2010-07-25,3.0,
2010-07-26,8.0,
2010-07-27,5.0,
2010-07-28,5.0,
2010-07-29,7.0,
2010-07-30,9.0,
2010-07-31,3.0,
2010-08-01,3.0,
2010-08-02,9.0,
2010-08-03,11.0,
2010-08-04,9.0,
2010-08-05,9.0,
2010-08-06,5.0,
2010-08-07,10.0,
2010-08-08,7.0,
2010-08-09,8.0,
2010-08-10,6.0,
2010-08-11,5.0,
2010-08-12,9.0,
2010-08-13,7.0,
2010-08-14,3.0,
2010-08-15,3.0,
2010-08-16,5.0,
2010-08-17,6.0,
2010-08-18,10.0,
2010-08-19,6.0,
2010-08-20,12.0,
2010-08-21,13.0,
2010-08-22,5.0,
2010-08-23,9.0,
2010-08-24,9.0,
2010-08-25,7.0,
2010-08-26,7.0,
2010-08-27,9.0,
2010-08-28,3.0,
2010-08-29,9.0,
2010-08-30,12.0,
2010-08-31,10.0,
2010-09-01,7.0,
2010-09-02,5.0,
2010-09-03,6.0,
2010-09-04,8.0,
2010-09-05,3.0,
2010-09-06,6.0,
2010-09-07,10.0,
2010-09-08,11.0,
2010-09-09,9.0,
2010-09-10,4.0,
2010-09-11,0.0,
2010-09-12,3.0,
2010-09-13,9.0,
2010-09-14,8.0,
2010-09-15,7.0,
2010-09-16,7.0,
2010-09-17,7.0,
2010-09-18,12.0,
2010-09-19,6.0,
2010-09-20,9.0,
2010-09-21,7.0,
2010-09-22,9.0,
2010-09-23,6.0,
2010-09-24,8.0,
2010-09-25,6.0,
2010-09-26,3.0,
2010-09-27,11.0,1.0
2010-09-28,7.0,1.0
2010-09-29,13.0,1.0
2010-09-30,5.0,1.0
2010-10-01,7.0,1.0
2010-10-02,6.0,1.0
2010-10-03,2.0,1.0
2010-10-04,9.0,1.0
2010-10-05,5.0,1.0
2010-10-06,11.0,1.0
2010-10-07,11.0,1.0
2010-10-08,8.0,1.0
2010-10-09,4.0,1.0
2010-10-10,5.0,1.0
2010-10-11,6.0,1.0
2010-10-12,7.0,1.0
2010-10-13,6.0,1.0
2010-10-14,8.0,1.0
2010-10-15,9.0,1.0
2010-10-16,6.0,1.0
2010-10-17,0.0,1.0
2010-10-18,7.0,1.0
2010-10-19,8.0,1.0
2010-10-20,11.0,1.0
2010-10-21,13.0,1.0
2010-10-22,8.0,1.0
2010-10-23,3.0,1.0
2010-10-24,4.0,1.0
2010-10-25,7.0,1.0
2010-10-26,9.0,1.0
2010-10-27,7.0,1.0
2010-10-28,10.0,1.0
2010-10-29,10.0,1.0
2010-10-30,6.0,1.0
2010-10-31,5.0,1.0
2010-11-01,6.0,1.0
2010-11-02,7.0,1.0
2010-11-03,5.0,1.0
2010-11-04,6.0,1.0
2010-11-05,4.0,1.0
2010-11-06,2.0,1.0
2010-11-07,3.0,1.0
2010-11-08,10.0,1.0
2010-11-09,15.0,1.0
2010-11-10,17.0,1.0
2010-11-11,14.0,1.0
2010-11-12,12.0,1.0
2010-11-13,7.0,1.0
2010-11-14,6.0,1.0
2010-11-15,9.0,1.0
2010-11-16,14.0,1.0
2010-11-17,6.0,1.0
2010-11-18,9.0,1.0
2010-11-19,10.0,1.0
2010-11-20,5.0,1.0
2010-11-21,3.0,1.0
2010-11-22,6.0,1.0
2010-11-23,4.0,1.0
2010-11-24,10.0,1.0
2010-11-25,6.0,1.0
2010-11-26,7.0,1.0
2010-11-27,5.0,1.0
2010-11-28,1.0,1.0
2010-11-29,9.0,1.0
2010-11-30,6.0,1.0
2010-12-01,3.0,1.0
2010-12-02,6.0,1.0
2010-12-03,9.0,1.0
2010-12-04,7.0,1.0
2010-12-05,4.0,1.0
2010-12-06,4.0,1.0
2010-12-07,7.0,1.0
2010-12-08,7.0,1.0
2010-12-09,8.0,1.0
2010-12-10,9.0,1.0
2010-12-11,3.0,1.0
2010-12-12,5.0,1.0
2010-12-13,9.0,1.0
2010-12-14,8.0,1.0
2010-12-15,8.0,1.0
2010-12-16,8.0,1.0
2010-12-17,5.0,1.0
2010-12-18,3.0,1.0
2010-12-19,6.0,1.0
2010-12-20,4.0,1.0
2010-12-21,8.0,1.0
2010-12-22,5.0,1.0
2010-12-23,3.0,1.0
2010-12-24,7.0,1.0
2010-12-25,4.0,1.0
2010-12-26,3.0,1.0
2010-12-27,6.0,1.0
2010-12-28,3.0,1.0
2010-12-29,6.0,1.0
2010-12-30,6.0,1.0
2010-12-31,3.0,1.0
2011-01-01,5.0,1.0
2011-01-02,7.0,1.0
2011-01-03,8.0,1.0
2011-01-04,8.0,1.0
2011-01-05,6.0,1.0
2011-01-06,4.0,
2011-01-07,8.0,
2011-01-08,3.0,
2011-01-09,5.0,
2011-01-10,6.0,
2011-01-11,6.0,
2011-01-12,9.0,
2011-01-13,5.0,
2011-01-14,7.0,
2011-01-15,6.0,
2011-01-16,12.0,
2011-01-17,5.0,
2011-01-18,10.0,
2011-01-19,9.0,
2011-01-20,4.0,
2011-01-21,5.0,
2011-01-22,6.0,
2011-01-23,3.0,
2011-01-24,7.0,
2011-01-25,7.0,
2011-01-26,2.0,
2011-01-27,7.0,
2011-01-28,8.0,
2011-01-29,9.0,
2011-01-30,6.0,
2011-01-31,11.0,
2011-02-01,12.0,
2011-02-02,13.0,
2011-02-03,9.0,
2011-02-04,9.0,
2011-02-05,4.0,
2011-02-06,6.0,
2011-02-07,7.0,
2011-02-08,6.0,
2011-02-09,16.0,
2011-02-10,9.0,
2011-02-11,9.0,
2011-02-12,8.0,
2011-02-13,3.0,
2011-02-14,14.0,
2011-02-15,12.0,
2011-02-16,7.0,
2011-02-17,7.0,
2011-02-18,4.0,
2011-02-19,3.0,
2011-02-20,4.0,
2011-02-21,11.0,
2011-02-22,5.0,
2011-02-23,5.0,
2011-02-24,15.0,
2011-02-25,8.0,
2011-02-26,6.0,
2011-02-27,3.0,
2011-02-28,4.0,
2011-03-01,2.0,
2011-03-02,7.0,
2011-03-03,10.0,
2011-03-04,12.0,
2011-03-05,5.0,
2011-03-06,6.0,
2011-03-07,11.0,
2011-03-08,12.0,
2011-03-09,12.0,
2011-03-10,7.0,
2011-03-11,6.0,
2011-03-12,8.0,
2011-03-13,3.0,
2011-03-14,5.0,
2011-03-15,9.0,1.0
2011-03-16,7.0,1.0
2011-03-17,11.0,1.0
2011-03-18,9.0,1.0
2011-03-19,9.0,1.0
2011-03-20,4.0,1.0
2011-03-21,10.0,1.0
2011-03-22,5.0,1.0
2011-03-23,13.0,1.0
2011-03-24,3.0,1.0
2011-03-25,8.0,1.0
2011-03-26,4.0,1.0
2011-03-27,4.0,1.0
2011-03-28,11.0,1.0
2011-03-29,6.0,1.0
2011-03-30,1.0,1.0
2011-03-31,9.0,1.0
2011-04-01,4.0,1.0
2011-04-02,0.0,1.0
2011-04-03,0.0,1.0
2011-04-04,7.0,1.0
2011-04-05,4.0,1.0
2011-04-06,11.0,1.0
2011-04-07,7.0,1.0
2011-04-08,9.0,1.0
2011-04-09,5.0,1.0
2011-04-10,6.0,1.0
2011-04-11,8.0,1.0
2011-04-12,6.0,1.0
2011-04-13,7.0,1.0
2011-04-14,7.0,1.0
2011-04-15,6.0,1.0
2011-04-16,6.0,1.0
2011-04-17,5.0,1.0
2011-04-18,4.0,1.0
2011-04-19,9.0,1.0
2011-04-20,13.0,1.0
2011-04-21,10.0,1.0
2011-04-22,7.0,1.0
2011-04-23,10.0,1.0
2011-04-24,9.0,1.0
2011-04-25,6.0,1.0
2011-04-26,6.0,1.0
2011-04-27,8.0,1.0
2011-04-28,6.0,1.0
2011-04-29,9.0,1.0
2011-04-30,12.0,1.0
2011-05-01,8.0,1.0
2011-05-02,9.0,1.0
2011-05-03,6.0,1.0
2011-05-04,6.0,1.0
2011-05-05,7.0,1.0
2011-05-06,11.0,1.0
2011-05-07,8.0,1.0
2011-05-08,6.0,1.0
2011-05-09,14.0,1.0
2011-05-10,14.0,1.0
2011-05-11,9.0,1.0
2011-05-12,7.0,1.0
2011-05-13,6.0,1.0
2011-05-14,6.0,1.0
2011-05-15,7.0,1.0
2011-05-16,6.0,1.0
2011-05-17,8.0,1.0
2011-05-18,7.0,1.0
2011-05-19,8.0,1.0
2011-05-20,9.0,1.0
2011-05-21,8.0,1.0
2011-05-22,8.0,1.0
2011-05-23,9.0,1.0
2011-05-24,6.0,1.0
2011-05-25,15.0,1.0
2011-05-26,5.0,1.0
2011-05-27,9.0,1.0
2011-05-28,7.0,1.0
2011-05-29,5.0,1.0
2011-05-30,15.0,1.0
2011-05-31,11.0,1.0
2011-06-01,13.0,1.0
2011-06-02,11.0,1.0
2011-06-03,6.0,1.0
2011-06-04,6.0,1.0
2011-06-05,3.0,1.0
2011-06-06,6.0,1.0
2011-06-07,5.0,1.0
2011-06-08,6.0,1.0
2011-06-09,8.0,1.0
2011-06-10,8.0,1.0
2011-06-11,6.0,1.0
2011-06-12,7.0,1.0
2011-06-13,9.0,1.0
2011-06-14,10.0,1.0
2011-06-15,12.0,1.0
2011-06-16,14.0,1.0
2011-06-17,17.0,1.0
2011-06-18,6.0,1.0
2011-06-19,5.0,1.0
2011-06-20,8.0,1.0
2011-06-21,15.0,1.0
2011-06-22,11.0,1.0
2011-06-23,6.0,1.0
2011-06-24,6.0,
2011-06-25,6.0,
2011-06-26,9.0,
2011-06-27,9.0,
2011-06-28,6.0,
2011-06-29,16.0,
2011-06-30,6.0,
2011-07-01,10.0,
2011-07-02,6.0,
2011-07-03,0.0,
2011-07-04,6.0,
2011-07-05,14.0,
2011-07-06,7.0,
2011-07-07,9.0,
2011-07-08,8.0,
2011-07-09,9.0,
2011-07-10,9.0,
2011-07-11,13.0,
2011-07-12,14.0,
2011-07-13,9.0,
2011-07-14,6.0,
2011-07-15,11.0,
2011-07-16,6.0,
2011-07-17,4.0,
2011-07-18,7.0,
2011-07-19,10.0,
2011-07-20,9.0,
2011-07-21,9.0,
2011-07-22,8.0,
2011-07-23,7.0,
2011-07-24,6.0,
2011-07-25,8.0,
2011-07-26,9.0,
2011-07-27,10.0,
2011-07-28,8.0,
2011-07-29,7.0,
2011-07-30,9.0,
2011-07-31,6.0,
2011-08-01,15.0,
2011-08-02,8.0,
2011-08-03,10.0,
2011-08-04,10.0,
2011-08-05,8.0,
2011-08-06,11.0,
2011-08-07,3.0,
2011-08-08,8.0,
2011-08-09,10.0,
2011-08-10,10.0,
2011-08-11,17.0,
2011-08-12,6.0,
2011-08-13,9.0,
2011-08-14,3.0,
2011-08-15,5.0,
2011-08-16,17.0,
2011-08-17,16.0,
2011-08-18,17.0,
2011-08-19,12.0,
2011-08-20,4.0,
2011-08-21,5.0,
2011-08-22,13.0,
2011-08-23,9.0,
2011-08-24,8.0,
2011-08-25,6.0,
2011-08-26,5.0,
2011-08-27,5.0,
2011-08-28,0.0,
2011-08-29,10.0,
2011-08-30,9.0,
2011-08-31,7.0,1.0
2011-09-01,3.0,1.0
2011-09-02,11.0,1.0
2011-09-03,9.0,1.0
2011-09-04,4.0,1.0
2011-09-05,6.0,1.0
2011-09-06,13.0,1.0
2011-09-07,6.0,1.0
2011-09-08,11.0,1.0
2011-09-09,10.0,1.0
2011-09-10,4.0,1.0
2011-09-11,7.0,1.0
2011-09-12,12.0,1.0
2011-09-13,4.0,1.0
2011-09-14,9.0,1.0
2011-09-15,9.0,1.0
2011-09-16,11.0,1.0
2011-09-17,9.0,1.0
2011-09-18,6.0,1.0
2011-09-19,6.0,1.0
2011-09-20,9.0,1.0
2011-09-21,8.0,1.0
2011-09-22,5.0,1.0
2011-09-23,5.0,1.0
2011-09-24,10.0,1.0
2011-09-25,4.0,1.0
2011-09-26,8.0,1.0
2011-09-27,7.0,1.0
2011-09-28,10.0,1.0
2011-09-29,11.0,1.0
2011-09-30,12.0,1.0
2011-10-01,6.0,1.0
2011-10-02,4.0,1.0
2011-10-03,9.0,1.0
2011-10-04,9.0,1.0
2011-10-05,12.0,1.0
2011-10-06,2.0,1.0
2011-10-07,5.0,1.0
2011-10-08,9.0,1.0
2011-10-09,6.0,1.0
2011-10-10,11.0,1.0
2011-10-11,9.0,1.0
2011-10-12,5.0,1.0
2011-10-13,9.0,1.0
2011-10-14,7.0,1.0
2011-10-15,10.0,1.0
2011-10-16,3.0,1.0
2011-10-17,8.0,1.0
2011-10-18,14.0,1.0
2011-10-19,8.0,1.0
2011-10-20,5.0,1.0
2011-10-21,7.0,1.0
2011-10-22,4.0,1.0
2011-10-23,7.0,1.0
2011-10-24,5.0,1.0
2011-10-25,8.0,1.0
2011-10-26,6.0,1.0
2011-10-27,7.0,1.0
2011-10-28,11.0,1.0
2011-10-29,6.0,1.0
2011-10-30,2.0,1.0
2011-10-31,5.0,1.0
2011-11-01,9.0,1.0
2011-11-02,18.0,1.0
2011-11-03,11.0,1.0
2011-11-04,6.0,1.0
2011-11-05,13.0,1.0
2011-11-06,4.0,1.0
2011-11-07,7.0,1.0
2011-11-08,9.0,1.0
2011-11-09,11.0,1.0
2011-11-10,9.0,1.0
2011-11-11,9.0,1.0
2011-11-12,8.0,1.0
2011-11-13,5.0,1.0
2011-11-14,8.0,1.0
2011-11-15,12.0,1.0
2011-11-16,6.0,1.0
2011-11-17,4.0,1.0
2011-11-18,6.0,1.0
2011-11-19,5.0,1.0
2011-11-20,5.0,1.0
2011-11-21,10.0,1.0
2011-11-22,15.0,1.0
2011-11-23,8.0,1.0
2011-11-24,6.0,1.0
2011-11-25,9.0,1.0
2011-11-26,5.0,1.0
2011-11-27,3.0,1.0
2011-11-28,9.0,1.0
2011-11-29,7.0,1.0
2011-11-30,8.0,1.0
2011-12-01,13.0,1.0
2011-12-02,11.0,1.0
2011-12-03,9.0,1.0
2011-12-04,2.0,1.0
2011-12-05,6.0,1.0
2011-12-06,5.0,1.0
2011-12-07,10.0,1.0
2011-12-08,9.0,1.0
2011-12-09,11.0,1.0
2011-12-10,9.0,
2011-12-11,2.0,
2011-12-12,9.0,
2011-12-13,9.0,
2011-12-14,4.0,
2011-12-15,6.0,
2011-12-16,16.0,
2011-12-17,5.0,
2011-12-18,5.0,
2011-12-19,11.0,
2011-12-20,8.0,
2011-12-21,20.0,
2011-12-22,6.0,
2011-12-23,7.0,
2011-12-24,5.0,
2011-12-25,3.0,
2011-12-26,13.0,
2011-12-27,6.0,
2011-12-28,6.0,
2011-12-29,4.0,
2011-12-30,11.0,
2011-12-31,10.0,
2012-01-01,3.0,
2012-01-02,14.0,
2012-01-03,9.0,
2012-01-04,17.0,
2012-01-05,9.0,
2012-01-06,8.0,
2012-01-07,2.0,
2012-01-08,7.0,
2012-01-09,11.0,
2012-01-10,9.0,
2012-01-11,16.0,
2012-01-12,7.0,
2012-01-13,17.0,
2012-01-14,0.0,
2012-01-15,7.0,
2012-01-16,4.0,
2012-01-17,11.0,
2012-01-18,4.0,
2012-01-19,7.0,
2012-01-20,4.0,
2012-01-21,2.0,
2012-01-22,0.0,
2012-01-23,9.0,
2012-01-24,13.0,
2012-01-25,13.0,
2012-01-26,4.0,
2012-01-27,15.0,
2012-01-28,7.0,
2012-01-29,4.0,
2012-01-30,7.0,
2012-01-31,12.0,
2012-02-01,7.0,
2012-02-02,11.0,
2012-02-03,9.0,
2012-02-04,0.0,
2012-02-05,2.0,
2012-02-06,0.0,
2012-02-07,11.0,
2012-02-08,11.0,
2012-02-09,22.0,
2012-02-10,9.0,
2012-02-11,9.0,
2012-02-12,4.0,
2012-02-13,9.0,
2012-02-14,14.0,
2012-02-15,12.0,
2012-02-16,7.0,1.0
2012-02-17,7.0,1.0
2012-02-18,5.0,1.0
2012-02-19,3.0,1.0
2012-02-20,8.0,1.0
2012-02-21,9.0,1.0
2012-02-22,16.0,1.0
2012-02-23,8.0,1.0
2012-02-24,10.0,1.0
2012-02-25,1.0,1.0
2012-02-26,4.0,1.0
2012-02-27,8.0,1.0
2012-02-28,5.0,1.0
2012-02-29,6.0,1.0
2012-03-01,6.0,1.0
2012-03-02,13.0,1.0
2012-03-03,3.0,1.0
2012-03-04,5.0,1.0
2012-03-05,9.0,1.0
2012-03-06,12.0,1.0
2012-03-07,11.0,1.0
2012-03-08,3.0,1.0
2012-03-09,2.0,1.0
2012-03-10,3.0,1.0
2012-03-11,7.0,1.0
2012-03-12,8.0,1.0
2012-03-13,8.0,1.0
2012-03-14,10.0,1.0
2012-03-15,4.0,1.0
2012-03-16,3.0,1.0
2012-03-17,12.0,1.0
2012-03-18,6.0,1.0
2012-03-19,7.0,1.0
2012-03-20,8.0,1.0
2012-03-21,9.0,1.0
2012-03-22,12.0,1.0
2012-03-23,6.0,1.0
2012-03-24,4.0,1.0
2012-03-25,2.0,1.0
2012-03-26,7.0,1.0
2012-03-27,8.0,1.0
2012-03-28,12.0,1.0
2012-03-29,12.0,1.0
2012-03-30,5.0,1.0
2012-03-31,5.0,1.0
2012-04-01,6.0,1.0
2012-04-02,11.0,1.0
2012-04-03,2.0,1.0
2012-04-04,3.0,1.0
2012-04-05,1.0,1.0
2012-04-06,2.0,1.0
2012-04-07,3.0,1.0
2012-04-08,2.0,1.0
2012-04-09,11.0,1.0
2012-04-10,8.0,1.0
2012-04-11,7.0,1.0
2012-04-12,5.0,1.0
2012-04-13,6.0,1.0
2012-04-14,6.0,1.0
2012-04-15,3.0,1.0
2012-04-16,9.0,1.0
2012-04-17,10.0,1.0
2012-04-18,7.0,1.0
2012-04-19,11.0,1.0
2012-04-20,15.0,1.0
2012-04-21,6.0,1.0
2012-04-22,1.0,1.0
2012-04-23,9.0,1.0
2012-04-24,4.0,1.0
2012-04-25,7.0,1.0
2012-04-26,11.0,1.0
2012-04-27,7.0,1.0
2012-04-28,3.0,1.0
2012-04-29,0.0,1.0
2012-04-30,5.0,1.0
2012-05-01,7.0,1.0
2012-05-02,14.0,1.0
2012-05-03,10.0,1.0
2012-05-04,11.0,1.0
2012-05-05,4.0,1.0
2012-05-06,3.0,1.0
2012-05-07,10.0,1.0
2012-05-08,13.0,1.0
2012-05-09,18.0,1.0
2012-05-10,15.0,1.0
2012-05-11,6.0,1.0
2012-05-12,10.0,1.0
2012-05-13,2.0,1.0
2012-05-14,13.0,1.0
2012-05-15,3.0,1.0
2012-05-16,13.0,1.0
2012-05-17,7.0,1.0
2012-05-18,6.0,1.0
2012-05-19,10.0,1.0
2012-05-20,10.0,1.0
2012-05-21,13.0,1.0
2012-05-22,9.0,1.0
2012-05-23,15.0,1.0
2012-05-24,4.0,1.0
2012-05-25,9.0,1.0
2012-05-26,5.0,1.0
2012-05-27,2.0,
2012-05-28,10.0,
2012-05-29,4.0,
2012-05-30,3.0,
2012-05-31,13.0,
2012-06-01,11.0,
2012-06-02,0.0,
2012-06-03,5.0,
2012-06-04,3.0,
2012-06-05,6.0,
2012-06-06,7.0,
2012-06-07,12.0,
2012-06-08,8.0,
2012-06-09,7.0,
2012-06-10,0.0,
2012-06-11,6.0,
2012-06-12,7.0,
2012-06-13,21.0,
2012-06-14,3.0,
2012-06-15,3.0,
2012-06-16,4.0,
2012-06-17,2.0,
2012-06-18,7.0,
2012-06-19,7.0,
2012-06-20,4.0,
2012-06-21,12.0,
2012-06-22,11.0,
2012-06-23,6.0,
2012-06-24,4.0,
2012-06-25,6.0,
2012-06-26,6.0,
2012-06-27,13.0,
2012-06-28,6.0,
2012-06-29,9.0,
2012-06-30,9.0,
2012-07-01,4.0,
2012-07-02,15.0,
2012-07-03,4.0,
2012-07-04,6.0,
2012-07-05,11.0,
2012-07-06,6.0,
2012-07-07,7.0,
2012-07-08,4.0,
2012-07-09,7.0,
2012-07-10,7.0,
2012-07-11,4.0,
2012-07-12,13.0,
2012-07-13,5.0,
2012-07-14,6.0,
2012-07-15,4.0,
2012-07-16,11.0,
2012-07-17,4.0,
2012-07-18,7.0,
2012-07-19,6.0,
2012-07-20,8.0,
2012-07-21,6.0,
2012-07-22,2.0,
2012-07-23,11.0,
2012-07-24,11.0,
2012-07-25,14.0,
2012-07-26,6.0,
2012-07-27,11.0,
2012-07-28,8.0,
2012-07-29,6.0,
2012-07-30,11.0,
2012-07-31,12.0,
2012-08-01,4.0,
2012-08-02,6.0,
2012-08-03,8.0,1.0
2012-08-04,7.0,1.0
2012-08-05,5.0,1.0
2012-08-06,10.0,1.0
2012-08-07,6.0,1.0
2012-08-08,9.0,1.0
2012-08-09,11.0,1.0
2012-08-10,6.0,1.0
2012-08-11,5.0,1.0
2012-08-12,2.0,1.0
2012-08-13,9.0,1.0
2012-08-14,12.0,1.0
2012-08-15,8.0,1.0
2012-08-16,7.0,1.0
2012-08-17,15.0,1.0
2012-08-18,6.0,1.0
2012-08-19,3.0,1.0
2012-08-20,5.0,1.0
2012-08-21,20.0,1.0
2012-08-22,13.0,1.0
2012-08-23,14.0,1.0
2012-08-24,13.0,1.0
2012-08-25,5.0,1.0
2012-08-26,3.0,1.0
2012-08-27,10.0,1.0
2012-08-28,17.0,1.0
2012-08-29,14.0,1.0
2012-08-30,7.0,1.0
2012-08-31,13.0,1.0
2012-09-01,7.0,1.0
2012-09-02,5.0,1.0
2012-09-03,12.0,1.0
2012-09-04,15.0,1.0
2012-09-05,14.0,1.0
2012-09-06,9.0,1.0
2012-09-07,8.0,1.0
2012-09-08,9.0,1.0
2012-09-09,5.0,1.0
2012-09-10,4.0,1.0
2012-09-11,8.0,1.0
2012-09-12,16.0,1.0
2012-09-13,13.0,1.0
2012-09-14,11.0,1.0
2012-09-15,9.0,1.0
2012-09-16,5.0,1.0
2012-09-17,19.0,1.0
2012-09-18,16.0,1.0
2012-09-19,7.0,1.0
2012-09-20,10.0,1.0
2012-09-21,13.0,1.0
2012-09-22,5.0,1.0
2012-09-23,10.0,1.0
2012-09-24,14.0,1.0
2012-09-25,11.0,1.0
2012-09-26,9.0,1.0
2012-09-27,10.0,1.0
2012-09-28,15.0,1.0
2012-09-29,9.0,1.0
2012-09-30,5.0,1.0
2012-10-01,14.0,1.0
2012-10-02,6.0,1.0
2012-10-03,12.0,1.0
2012-10-04,5.0,1.0
2012-10-05,9.0,1.0
2012-10-06,6.0,1.0
2012-10-07,4.0,1.0
2012-10-08,12.0,1.0
2012-10-09,13.0,1.0
2012-10-10,16.0,1.0
2012-10-11,13.0,1.0
2012-10-12,13.0,1.0
