date,HDFC,overlap
2012-10-12,22.0,1.0
2012-10-13,18.0,1.0
2012-10-14,11.0,1.0
2012-10-15,21.0,1.0
2012-10-16,19.0,1.0
2012-10-17,20.0,1.0
2012-10-18,19.0,1.0
2012-10-19,20.0,1.0
2012-10-20,17.0,1.0
2012-10-21,11.0,1.0
2012-10-22,20.0,1.0
2012-10-23,16.0,1.0
2012-10-24,10.0,1.0
2012-10-25,21.0,1.0
2012-10-26,19.0,1.0
2012-10-27,16.0,1.0
2012-10-28,9.0,1.0
2012-10-29,21.0,1.0
2012-10-30,22.0,1.0
2012-10-31,27.0,1.0
2012-11-01,26.0,1.0
2012-11-02,25.0,1.0
2012-11-03,21.0,1.0
2012-11-04,12.0,1.0
2012-11-05,28.0,1.0
2012-11-06,25.0,1.0
2012-11-07,22.0,1.0
2012-11-08,21.0,1.0
2012-11-09,22.0,1.0
2012-11-10,20.0,1.0
2012-11-11,11.0,1.0
2012-11-12,19.0,
2012-11-13,8.0,
2012-11-14,15.0,
2012-11-15,17.0,
2012-11-16,20.0,
2012-11-17,17.0,
2012-11-18,11.0,
2012-11-19,21.0,
2012-11-20,20.0,
2012-11-21,21.0,
2012-11-22,19.0,
2012-11-23,19.0,
2012-11-24,16.0,
2012-11-25,9.0,
2012-11-26,20.0,
2012-11-27,20.0,
2012-11-28,17.0,
2012-11-29,19.0,
2012-11-30,28.0,
2012-12-01,26.0,
2012-12-02,13.0,
2012-12-03,27.0,
2012-12-04,26.0,
2012-12-05,24.0,
2012-12-06,23.0,
2012-12-07,22.0,
2012-12-08,20.0,
2012-12-09,11.0,
2012-12-10,24.0,
2012-12-11,23.0,
2012-12-12,20.0,
2012-12-13,20.0,
2012-12-14,20.0,
2012-12-15,19.0,
2012-12-16,10.0,
2012-12-17,22.0,
2012-12-18,21.0,
2012-12-19,22.0,
2012-12-20,19.0,
2012-12-21,21.0,
2012-12-22,18.0,
2012-12-23,12.0,
2012-12-24,27.0,
2012-12-25,17.0,
2012-12-26,27.0,
2012-12-27,21.0,
2012-12-28,22.0,
2012-12-29,19.0,
2012-12-30,11.0,
2012-12-31,33.0,
2013-01-01,25.0,
2013-01-02,30.0,
2013-01-03,27.0,
2013-01-04,27.0,
2013-01-05,21.0,
2013-01-06,11.0,
2013-01-07,27.0,
2013-01-08,25.0,
2013-01-09,22.0,
2013-01-10,22.0,
2013-01-11,20.0,
2013-01-12,18.0,
2013-01-13,10.0,
2013-01-14,17.0,
2013-01-15,19.0,
2013-01-16,19.0,
2013-01-17,20.0,
2013-01-18,21.0,
2013-01-19,18.0,1.0
2013-01-20,10.0,1.0
2013-01-21,22.0,1.0
2013-01-22,21.0,1.0
2013-01-23,19.0,1.0
2013-01-24,21.0,1.0
2013-01-25,17.0,1.0
2013-01-26,13.0,1.0
2013-01-27,11.0,1.0
2013-01-28,23.0,1.0
2013-01-29,21.0,1.0
2013-01-30,21.0,1.0
2013-01-31,27.0,1.0
2013-02-01,27.0,1.0
2013-02-02,22.0,1.0
2013-02-03,12.0,1.0
2013-02-04,28.0,1.0
2013-02-05,25.0,1.0
2013-02-06,24.0,1.0
2013-02-07,24.0,1.0
2013-02-08,24.0,1.0
2013-02-09,19.0,1.0
2013-02-10,12.0,1.0
2013-02-11,24.0,1.0
2013-02-12,23.0,1.0
2013-02-13,21.0,1.0
2013-02-14,19.0,1.0
2013-02-15,19.0,1.0
2013-02-16,18.0,1.0
2013-02-17,10.0,1.0
2013-02-18,22.0,1.0
2013-02-19,20.0,1.0
2013-02-20,18.0,1.0
2013-02-21,19.0,1.0
2013-02-22,20.0,1.0
2013-02-23,19.0,1.0
2013-02-24,12.0,1.0
2013-02-25,22.0,1.0
2013-02-26,22.0,1.0
2013-02-27,22.0,1.0
2013-02-28,29.0,1.0
2013-03-01,29.0,1.0
2013-03-02,23.0,1.0
2013-03-03,13.0,1.0
2013-03-04,29.0,1.0
2013-03-05,26.0,1.0
2013-03-06,27.0,1.0
2013-03-07,25.0,1.0
2013-03-08,25.0,1.0
2013-03-09,19.0,1.0
2013-03-10,12.0,1.0
2013-03-11,25.0,1.0
2013-03-12,21.0,1.0
2013-03-13,22.0,1.0
2013-03-14,23.0,1.0
2013-03-15,21.0,1.0
2013-03-16,18.0,1.0
2013-03-17,11.0,1.0
2013-03-18,23.0,1.0
2013-03-19,22.0,1.0
2013-03-20,21.0,1.0
2013-03-21,19.0,1.0
2013-03-22,20.0,1.0
2013-03-23,19.0,1.0
2013-03-24,11.0,1.0
2013-03-25,23.0,1.0
2013-03-26,21.0,1.0
2013-03-27,13.0,1.0
2013-03-28,28.0,1.0
2013-03-29,23.0,1.0
2013-03-30,24.0,1.0
2013-03-31,15.0,1.0
2013-04-01,28.0,1.0
2013-04-02,29.0,1.0
2013-04-03,27.0,1.0
2013-04-04,25.0,1.0
2013-04-05,24.0,1.0
2013-04-06,21.0,1.0
2013-04-07,12.0,1.0
2013-04-08,27.0,1.0
2013-04-09,23.0,1.0
2013-04-10,21.0,1.0
2013-04-11,17.0,1.0
2013-04-12,21.0,1.0
2013-04-13,20.0,1.0
2013-04-14,11.0,1.0
2013-04-15,23.0,1.0
2013-04-16,23.0,1.0
2013-04-17,22.0,1.0
2013-04-18,22.0,1.0
2013-04-19,17.0,1.0
2013-04-20,18.0,1.0
2013-04-21,10.0,1.0
2013-04-22,23.0,1.0
2013-04-23,22.0,1.0
2013-04-24,19.0,1.0
2013-04-25,21.0,1.0
2013-04-26,21.0,1.0
2013-04-27,19.0,1.0
2013-04-28,11.0,1.0
2013-04-29,22.0,1.0
2013-04-30,30.0,
2013-05-01,22.0,
2013-05-02,29.0,
2013-05-03,29.0,
2013-05-04,23.0,
2013-05-05,13.0,
2013-05-06,28.0,
2013-05-07,27.0,
2013-05-08,24.0,
2013-05-09,23.0,
2013-05-10,21.0,
2013-05-11,20.0,
2013-05-12,11.0,
2013-05-13,23.0,
2013-05-14,22.0,
2013-05-15,22.0,
2013-05-16,22.0,
2013-05-17,21.0,
2013-05-18,18.0,
2013-05-19,11.0,
2013-05-20,22.0,
2013-05-21,20.0,
2013-05-22,20.0,
2013-05-23,19.0,
2013-05-24,19.0,
2013-05-25,19.0,
2013-05-26,10.0,
2013-05-27,22.0,
2013-05-28,22.0,
2013-05-29,19.0,
2013-05-30,22.0,
2013-05-31,29.0,
2013-06-01,26.0,
2013-06-02,15.0,
2013-06-03,27.0,
2013-06-04,27.0,
2013-06-05,26.0,
2013-06-06,22.0,
2013-06-07,24.0,
2013-06-08,21.0,
2013-06-09,12.0,
2013-06-10,27.0,
2013-06-11,23.0,
2013-06-12,23.0,
2013-06-13,21.0,
2013-06-14,19.0,
2013-06-15,20.0,
2013-06-16,11.0,
2013-06-17,24.0,
2013-06-18,22.0,
2013-06-19,20.0,
2013-06-20,21.0,
2013-06-21,21.0,
2013-06-22,19.0,
2013-06-23,10.0,
2013-06-24,23.0,
2013-06-25,21.0,
2013-06-26,22.0,
2013-06-27,21.0,
2013-06-28,26.0,
2013-06-29,25.0,
2013-06-30,13.0,
2013-07-01,32.0,
2013-07-02,34.0,
2013-07-03,29.0,
2013-07-04,28.0,
2013-07-05,26.0,
2013-07-06,24.0,
2013-07-07,15.0,1.0
2013-07-08,30.0,1.0
2013-07-09,26.0,1.0
2013-07-10,24.0,1.0
2013-07-11,25.0,1.0
2013-07-12,24.0,1.0
2013-07-13,20.0,1.0
2013-07-14,12.0,1.0
2013-07-15,25.0,1.0
2013-07-16,23.0,1.0
2013-07-17,23.0,1.0
2013-07-18,23.0,1.0
2013-07-19,23.0,1.0
2013-07-20,21.0,1.0
2013-07-21,13.0,1.0
2013-07-22,26.0,1.0
2013-07-23,24.0,1.0
2013-07-24,24.0,1.0
2013-07-25,24.0,1.0
2013-07-26,24.0,1.0
2013-07-27,21.0,1.0
2013-07-28,14.0,1.0
2013-07-29,27.0,1.0
2013-07-30,27.0,1.0
2013-07-31,34.0,1.0
2013-08-01,32.0,1.0
2013-08-02,29.0,1.0
2013-08-03,26.0,1.0
2013-08-04,16.0,1.0
2013-08-05,35.0,1.0
2013-08-06,29.0,1.0
2013-08-07,29.0,1.0
2013-08-08,27.0,1.0
2013-08-09,18.0,1.0
2013-08-10,22.0,1.0
2013-08-11,13.0,1.0
2013-08-12,26.0,1.0
2013-08-13,24.0,1.0
2013-08-14,22.0,1.0
2013-08-15,12.0,1.0
2013-08-16,25.0,1.0
2013-08-17,20.0,1.0
2013-08-18,11.0,1.0
2013-08-19,25.0,1.0
2013-08-20,21.0,1.0
2013-08-21,22.0,1.0
2013-08-22,22.0,1.0
2013-08-23,24.0,1.0
2013-08-24,21.0,1.0
2013-08-25,12.0,1.0
2013-08-26,25.0,1.0
2013-08-27,23.0,1.0
2013-08-28,20.0,1.0
2013-08-29,23.0,1.0
2013-08-30,30.0,1.0
2013-08-31,26.0,1.0
2013-09-01,15.0,1.0
2013-09-02,32.0,1.0
2013-09-03,27.0,1.0
2013-09-04,27.0,1.0
2013-09-05,26.0,1.0
2013-09-06,26.0,1.0
2013-09-07,23.0,1.0
2013-09-08,11.0,1.0
2013-09-09,16.0,1.0
2013-09-10,26.0,1.0
2013-09-11,24.0,1.0
2013-09-12,23.0,1.0
2013-09-13,22.0,1.0
2013-09-14,19.0,1.0
2013-09-15,10.0,1.0
2013-09-16,22.0,1.0
2013-09-17,21.0,1.0
2013-09-18,19.0,1.0
2013-09-19,22.0,1.0
2013-09-20,22.0,1.0
2013-09-21,20.0,1.0
2013-09-22,12.0,1.0
2013-09-23,25.0,1.0
2013-09-24,22.0,1.0
2013-09-25,22.0,1.0
2013-09-26,22.0,1.0
2013-09-27,24.0,1.0
2013-09-28,22.0,1.0
2013-09-29,14.0,1.0
2013-09-30,32.0,1.0
2013-10-01,32.0,1.0
2013-10-02,17.0,1.0
2013-10-03,32.0,1.0
2013-10-04,28.0,1.0
2013-10-05,25.0,1.0
2013-10-06,14.0,1.0
2013-10-07,32.0,1.0
2013-10-08,26.0,1.0
2013-10-09,24.0,1.0
2013-10-10,25.0,1.0
2013-10-11,22.0,1.0
2013-10-12,19.0,1.0
2013-10-13,10.0,1.0
2013-10-14,20.0,1.0
2013-10-15,24.0,1.0
2013-10-16,19.0,
2013-10-17,23.0,
2013-10-18,23.0,
2013-10-19,21.0,
2013-10-20,13.0,
2013-10-21,25.0,
2013-10-22,23.0,
2013-10-23,21.0,
2013-10-24,23.0,
2013-10-25,23.0,
2013-10-26,20.0,
2013-10-27,11.0,
2013-10-28,26.0,
2013-10-29,23.0,
2013-10-30,25.0,
2013-10-31,33.0,
2013-11-01,30.0,
2013-11-02,18.0,
2013-11-03,10.0,
2013-11-04,22.0,
2013-11-05,24.0,
2013-11-06,25.0,
2013-11-07,25.0,
2013-11-08,23.0,
2013-11-09,21.0,
2013-11-10,12.0,
2013-11-11,26.0,
2013-11-12,23.0,
2013-11-13,22.0,
2013-11-14,21.0,
2013-11-15,20.0,
2013-11-16,19.0,
2013-11-17,11.0,
2013-11-18,24.0,
2013-11-19,22.0,
2013-11-20,22.0,
2013-11-21,22.0,
2013-11-22,21.0,
2013-11-23,19.0,
2013-11-24,11.0,
2013-11-25,23.0,
2013-11-26,23.0,
2013-11-27,21.0,
2013-11-28,23.0,
2013-11-29,29.0,
2013-11-30,26.0,
2013-12-01,14.0,
2013-12-02,32.0,
2013-12-03,27.0,
2013-12-04,25.0,
2013-12-05,26.0,
2013-12-06,26.0,
2013-12-07,24.0,
2013-12-08,11.0,
2013-12-09,28.0,
2013-12-10,24.0,
2013-12-11,24.0,
2013-12-12,23.0,
2013-12-13,24.0,
2013-12-14,19.0,
2013-12-15,11.0,
2013-12-16,25.0,
2013-12-17,24.0,
2013-12-18,21.0,
2013-12-19,23.0,
2013-12-20,24.0,
2013-12-21,21.0,
2013-12-22,12.0,
2013-12-23,29.0,1.0
2013-12-24,29.0,1.0
2013-12-25,19.0,1.0
2013-12-26,28.0,1.0
2013-12-27,26.0,1.0
2013-12-28,21.0,1.0
2013-12-29,12.0,1.0
2013-12-30,31.0,1.0
2013-12-31,39.0,1.0
2014-01-01,28.0,1.0
2014-01-02,35.0,1.0
2014-01-03,31.0,1.0
2014-01-04,27.0,1.0
2014-01-05,15.0,1.0
2014-01-06,32.0,1.0
2014-01-07,28.0,1.0
2014-01-08,28.0,1.0
2014-01-09,26.0,1.0
2014-01-10,23.0,1.0
2014-01-11,19.0,1.0
2014-01-12,12.0,1.0
2014-01-13,24.0,1.0
2014-01-14,17.0,1.0
2014-01-15,21.0,1.0
2014-01-16,23.0,1.0
2014-01-17,23.0,1.0
2014-01-18,21.0,1.0
2014-01-19,12.0,1.0
2014-01-20,24.0,1.0
2014-01-21,24.0,1.0
2014-01-22,22.0,1.0
2014-01-23,23.0,1.0
2014-01-24,23.0,1.0
2014-01-25,19.0,1.0
2014-01-26,11.0,1.0
2014-01-27,24.0,1.0
2014-01-28,22.0,1.0
2014-01-29,22.0,1.0
2014-01-30,24.0,1.0
2014-01-31,33.0,1.0
2014-02-01,26.0,1.0
2014-02-02,14.0,1.0
2014-02-03,35.0,1.0
2014-02-04,30.0,1.0
2014-02-05,28.0,1.0
2014-02-06,13.0,1.0
2014-02-07,25.0,1.0
2014-02-08,22.0,1.0
2014-02-09,12.0,1.0
2014-02-10,26.0,1.0
2014-02-11,22.0,1.0
2014-02-12,23.0,1.0
2014-02-13,23.0,1.0
2014-02-14,22.0,1.0
2014-02-15,19.0,1.0
2014-02-16,12.0,1.0
2014-02-17,25.0,1.0
2014-02-18,23.0,1.0
2014-02-19,21.0,1.0
2014-02-20,21.0,1.0
2014-02-21,23.0,1.0
2014-02-22,20.0,1.0
2014-02-23,12.0,1.0
2014-02-24,24.0,1.0
2014-02-25,25.0,1.0
2014-02-26,22.0,1.0
2014-02-27,20.0,1.0
2014-02-28,33.0,1.0
2014-03-01,28.0,1.0
2014-03-02,15.0,1.0
2014-03-03,34.0,1.0
2014-03-04,30.0,1.0
2014-03-05,29.0,1.0
2014-03-06,28.0,1.0
2014-03-07,27.0,1.0
2014-03-08,25.0,1.0
2014-03-09,14.0,1.0
2014-03-10,30.0,1.0
2014-03-11,25.0,1.0
2014-03-12,23.0,1.0
2014-03-13,25.0,1.0
2014-03-14,25.0,1.0
2014-03-15,21.0,1.0
2014-03-16,11.0,1.0
2014-03-17,14.0,1.0
2014-03-18,23.0,1.0
2014-03-19,23.0,1.0
2014-03-20,23.0,1.0
2014-03-21,23.0,1.0
2014-03-22,21.0,1.0
2014-03-23,12.0,1.0
2014-03-24,25.0,1.0
2014-03-25,24.0,1.0
2014-03-26,24.0,1.0
2014-03-27,23.0,1.0
2014-03-28,29.0,1.0
2014-03-29,28.0,1.0
2014-03-30,15.0,1.0
2014-03-31,25.0,1.0
2014-04-01,30.0,1.0
2014-04-02,33.0,1.0
2014-04-03,31.0,
2014-04-04,29.0,
2014-04-05,27.0,
2014-04-06,13.0,
2014-04-07,29.0,
2014-04-08,25.0,
2014-04-09,25.0,
2014-04-10,24.0,
2014-04-11,25.0,
2014-04-12,22.0,
2014-04-13,11.0,
2014-04-14,21.0,
2014-04-15,24.0,
2014-04-16,26.0,
2014-04-17,23.0,
2014-04-18,21.0,
2014-04-19,21.0,
2014-04-20,12.0,
2014-04-21,32.0,
2014-04-22,24.0,
2014-04-23,23.0,
2014-04-24,19.0,
2014-04-25,24.0,
2014-04-26,21.0,
2014-04-27,11.0,
2014-04-28,25.0,
2014-04-29,24.0,
2014-04-30,30.0,
2014-05-01,25.0,
2014-05-02,30.0,
2014-05-03,26.0,
2014-05-04,15.0,
2014-05-05,36.0,
2014-05-06,29.0,
2014-05-07,29.0,
2014-05-08,25.0,
2014-05-09,26.0,
2014-05-10,23.0,
2014-05-11,12.0,
2014-05-12,27.0,
2014-05-13,25.0,
2014-05-14,23.0,
2014-05-15,25.0,
2014-05-16,21.0,
2014-05-17,23.0,
2014-05-18,13.0,
2014-05-19,27.0,
2014-05-20,26.0,
2014-05-21,23.0,
2014-05-22,26.0,
2014-05-23,27.0,
2014-05-24,23.0,
2014-05-25,13.0,
2014-05-26,29.0,
2014-05-27,24.0,
2014-05-28,25.0,
2014-05-29,25.0,
2014-05-30,35.0,
2014-05-31,29.0,
2014-06-01,16.0,
2014-06-02,35.0,
2014-06-03,32.0,
2014-06-04,32.0,
2014-06-05,33.0,
2014-06-06,31.0,
2014-06-07,29.0,
2014-06-08,15.0,
2014-06-09,33.0,
2014-06-10,28.0,1.0
2014-06-11,29.0,1.0
2014-06-12,27.0,1.0
2014-06-13,26.0,1.0
2014-06-14,23.0,1.0
2014-06-15,14.0,1.0
2014-06-16,29.0,1.0
2014-06-17,28.0,1.0
2014-06-18,27.0,1.0
2014-06-19,26.0,1.0
2014-06-20,26.0,1.0
2014-06-21,28.0,1.0
2014-06-22,15.0,1.0
2014-06-23,30.0,1.0
2014-06-24,28.0,1.0
2014-06-25,27.0,1.0
2014-06-26,26.0,1.0
2014-06-27,29.0,1.0
2014-06-28,27.0,1.0
2014-06-29,16.0,1.0
2014-06-30,40.0,1.0
2014-07-01,41.0,1.0
2014-07-02,35.0,1.0
2014-07-03,37.0,1.0
2014-07-04,36.0,1.0
2014-07-05,32.0,1.0
2014-07-06,18.0,1.0
2014-07-07,37.0,1.0
2014-07-08,34.0,1.0
2014-07-09,30.0,1.0
2014-07-10,30.0,1.0
2014-07-11,29.0,1.0
2014-07-12,25.0,1.0
2014-07-13,16.0,1.0
2014-07-14,30.0,1.0
2014-07-15,30.0,1.0
2014-07-16,28.0,1.0
2014-07-17,29.0,1.0
2014-07-18,27.0,1.0
2014-07-19,26.0,1.0
2014-07-20,16.0,1.0
2014-07-21,31.0,1.0
2014-07-22,29.0,1.0
2014-07-23,30.0,1.0
2014-07-24,29.0,1.0
2014-07-25,29.0,1.0
2014-07-26,27.0,1.0
2014-07-27,17.0,1.0
2014-07-28,32.0,1.0
2014-07-29,22.0,1.0
2014-07-30,36.0,1.0
2014-07-31,45.0,1.0
2014-08-01,41.0,1.0
2014-08-02,32.0,1.0
2014-08-03,18.0,1.0
2014-08-04,40.0,1.0
2014-08-05,37.0,1.0
2014-08-06,36.0,1.0
2014-08-07,36.0,1.0
2014-08-08,30.0,1.0
2014-08-09,28.0,1.0
2014-08-10,15.0,1.0
2014-08-11,34.0,1.0
2014-08-12,31.0,1.0
2014-08-13,32.0,1.0
2014-08-14,29.0,1.0
2014-08-15,15.0,1.0
2014-08-16,25.0,1.0
2014-08-17,15.0,1.0
2014-08-18,30.0,1.0
2014-08-19,31.0,1.0
2014-08-20,29.0,1.0
2014-08-21,29.0,1.0
2014-08-22,29.0,1.0
2014-08-23,28.0,1.0
2014-08-24,15.0,1.0
2014-08-25,32.0,1.0
2014-08-26,31.0,1.0
2014-08-27,29.0,1.0
2014-08-28,35.0,1.0
2014-08-29,23.0,1.0
2014-08-30,30.0,1.0
2014-08-31,18.0,1.0
2014-09-01,41.0,1.0
2014-09-02,36.0,1.0
2014-09-03,35.0,1.0
2014-09-04,35.0,1.0
2014-09-05,33.0,1.0
2014-09-06,31.0,1.0
2014-09-07,17.0,1.0
2014-09-08,33.0,1.0
2014-09-09,32.0,1.0
2014-09-10,32.0,1.0
2014-09-11,30.0,1.0
2014-09-12,29.0,1.0
2014-09-13,26.0,1.0
2014-09-14,16.0,1.0
2014-09-15,32.0,1.0
2014-09-16,29.0,1.0
2014-09-17,28.0,1.0
2014-09-18,27.0,1.0
2014-09-19,28.0,
2014-09-20,26.0,
2014-09-21,15.0,
2014-09-22,32.0,
2014-09-23,29.0,
2014-09-24,28.0,
2014-09-25,28.0,
2014-09-26,28.0,
2014-09-27,28.0,
2014-09-28,15.0,
2014-09-29,35.0,
2014-09-30,42.0,
2014-10-01,39.0,
2014-10-02,19.0,
2014-10-03,19.0,
2014-10-04,32.0,
2014-10-05,18.0,
2014-10-06,35.0,
2014-10-07,40.0,
2014-10-08,35.0,
2014-10-09,36.0,
2014-10-10,35.0,
2014-10-11,29.0,
2014-10-12,17.0,
2014-10-13,35.0,
2014-10-14,31.0,
2014-10-15,27.0,
2014-10-16,29.0,
2014-10-17,29.0,
2014-10-18,28.0,
2014-10-19,15.0,
2014-10-20,34.0,
2014-10-21,31.0,
2014-10-22,22.0,
2014-10-23,14.0,
2014-10-24,20.0,
2014-10-25,23.0,
2014-10-26,14.0,
2014-10-27,32.0,
2014-10-28,28.0,
2014-10-29,27.0,
2014-10-30,30.0,
2014-10-31,41.0,
2014-11-01,36.0,
2014-11-02,20.0,
2014-11-03,42.0,
2014-11-04,35.0,
2014-11-05,39.0,
2014-11-06,29.0,
2014-11-07,36.0,
2014-11-08,31.0,
2014-11-09,17.0,
2014-11-10,34.0,
2014-11-11,31.0,
2014-11-12,30.0,
2014-11-13,29.0,
2014-11-14,30.0,
2014-11-15,27.0,
2014-11-16,15.0,
2014-11-17,32.0,
2014-11-18,30.0,
2014-11-19,29.0,
2014-11-20,28.0,
2014-11-21,28.0,
2014-11-22,26.0,
2014-11-23,15.0,
2014-11-24,31.0,
2014-11-25,30.0,
2014-11-26,30.0,1.0
2014-11-27,29.0,1.0
2014-11-28,38.0,1.0
2014-11-29,33.0,1.0
2014-11-30,18.0,1.0
2014-12-01,41.0,1.0
2014-12-02,35.0,1.0
2014-12-03,35.0,1.0
2014-12-04,35.0,1.0
2014-12-05,34.0,1.0
2014-12-06,31.0,1.0
2014-12-07,17.0,1.0
2014-12-08,38.0,1.0
2014-12-09,34.0,1.0
2014-12-10,33.0,1.0
2014-12-11,32.0,1.0
2014-12-12,30.0,1.0
2014-12-13,27.0,1.0
2014-12-14,16.0,1.0
2014-12-15,35.0,1.0
2014-12-16,31.0,1.0
2014-12-17,31.0,1.0
2014-12-18,32.0,1.0
2014-12-19,30.0,1.0
2014-12-20,25.0,1.0
2014-12-21,17.0,1.0
2014-12-22,36.0,1.0
2014-12-23,33.0,1.0
2014-12-24,35.0,1.0
2014-12-25,24.0,1.0
2014-12-26,35.0,1.0
2014-12-27,27.0,1.0
2014-12-28,16.0,1.0
2014-12-29,37.0,1.0
2014-12-30,38.0,1.0
2014-12-31,46.0,1.0
2015-01-01,34.0,1.0
2015-01-02,46.0,1.0
2015-01-03,36.0,1.0
2015-01-04,20.0,1.0
2015-01-05,44.0,1.0
2015-01-06,39.0,1.0
2015-01-07,38.0,1.0
2015-01-08,34.0,1.0
2015-01-09,33.0,1.0
2015-01-10,27.0,1.0
2015-01-11,17.0,1.0
2015-01-12,34.0,1.0
2015-01-13,36.0,1.0
2015-01-14,31.0,1.0
2015-01-15,26.0,1.0
2015-01-16,30.0,1.0
2015-01-17,27.0,1.0
2015-01-18,16.0,1.0
2015-01-19,37.0,1.0
2015-01-20,34.0,1.0
2015-01-21,32.0,1.0
2015-01-22,31.0,1.0
2015-01-23,31.0,1.0
2015-01-24,26.0,1.0
2015-01-25,15.0,1.0
2015-01-26,14.0,1.0
2015-01-27,33.0,1.0
2015-01-28,32.0,1.0
2015-01-29,32.0,1.0
2015-01-30,39.0,1.0
2015-01-31,35.0,1.0
2015-02-01,21.0,1.0
2015-02-02,43.0,1.0
2015-02-03,39.0,1.0
2015-02-04,38.0,1.0
2015-02-05,37.0,1.0
2015-02-06,35.0,1.0
2015-02-07,31.0,1.0
2015-02-08,17.0,1.0
2015-02-09,37.0,1.0
2015-02-10,33.0,1.0
2015-02-11,33.0,1.0
2015-02-12,33.0,1.0
2015-02-13,32.0,1.0
2015-02-14,27.0,1.0
2015-02-15,15.0,1.0
2015-02-16,34.0,1.0
2015-02-17,27.0,1.0
2015-02-18,31.0,1.0
2015-02-19,31.0,1.0
2015-02-20,30.0,1.0
2015-02-21,26.0,1.0
2015-02-22,14.0,1.0
2015-02-23,32.0,1.0
2015-02-24,30.0,1.0
2015-02-25,29.0,1.0
2015-02-26,30.0,1.0
2015-02-27,41.0,1.0
2015-02-28,37.0,1.0
2015-03-01,22.0,1.0
2015-03-02,45.0,1.0
2015-03-03,40.0,1.0
2015-03-04,39.0,1.0
2015-03-05,35.0,1.0
2015-03-06,22.0,1.0
2015-03-07,33.0,
2015-03-08,19.0,
2015-03-09,41.0,
2015-03-10,34.0,
2015-03-11,34.0,
2015-03-12,32.0,
2015-03-13,34.0,
2015-03-14,29.0,
2015-03-15,16.0,
2015-03-16,36.0,
2015-03-17,34.0,
2015-03-18,31.0,
2015-03-19,28.0,
2015-03-20,32.0,
2015-03-21,23.0,
2015-03-22,15.0,
2015-03-23,35.0,
2015-03-24,30.0,
2015-03-25,41.0,
2015-03-26,27.0,
2015-03-27,32.0,
2015-03-28,30.0,
2015-03-29,16.0,
2015-03-30,39.0,
2015-03-31,46.0,
2015-04-01,44.0,
2015-04-02,38.0,
2015-04-03,31.0,
2015-04-04,37.0,
2015-04-05,22.0,
2015-04-06,48.0,
2015-04-07,41.0,
2015-04-08,37.0,
2015-04-09,36.0,
2015-04-10,35.0,
2015-04-11,30.0,
2015-04-12,17.0,
2015-04-13,35.0,
2015-04-14,25.0,
2015-04-15,33.0,
2015-04-16,31.0,
2015-04-17,32.0,
2015-04-18,27.0,
2015-04-19,15.0,
2015-04-20,35.0,
2015-04-21,32.0,
2015-04-22,30.0,
2015-04-23,29.0,
2015-04-24,30.0,
2015-04-25,26.0,
2015-04-26,15.0,
2015-04-27,35.0,
2015-04-28,33.0,
2015-04-29,32.0,
2015-04-30,46.0,
2015-05-01,30.0,
2015-05-02,36.0,
2015-05-03,20.0,
2015-05-04,44.0,
2015-05-05,41.0,
2015-05-06,38.0,
2015-05-07,37.0,
2015-05-08,38.0,
2015-05-09,33.0,
2015-05-10,18.0,
2015-05-11,36.0,
2015-05-12,34.0,
2015-05-13,32.0,
2015-05-14,33.0,1.0
2015-05-15,32.0,1.0
2015-05-16,29.0,1.0
2015-05-17,17.0,1.0
2015-05-18,33.0,1.0
2015-05-19,31.0,1.0
2015-05-20,31.0,1.0
2015-05-21,31.0,1.0
2015-05-22,30.0,1.0
2015-05-23,29.0,1.0
2015-05-24,16.0,1.0
2015-05-25,36.0,1.0
2015-05-26,32.0,1.0
2015-05-27,30.0,1.0
2015-05-28,30.0,1.0
2015-05-29,38.0,1.0
2015-05-30,36.0,1.0
2015-05-31,19.0,1.0
2015-06-01,43.0,1.0
2015-06-02,39.0,1.0
2015-06-03,39.0,1.0
2015-06-04,39.0,1.0
2015-06-05,40.0,1.0
2015-06-06,34.0,1.0
2015-06-07,20.0,1.0
2015-06-08,41.0,1.0
2015-06-09,37.0,1.0
2015-06-10,35.0,1.0
2015-06-11,33.0,1.0
2015-06-12,31.0,1.0
2015-06-13,28.0,1.0
2015-06-14,16.0,1.0
2015-06-15,35.0,1.0
2015-06-16,33.0,1.0
2015-06-17,33.0,1.0
2015-06-18,33.0,1.0
2015-06-19,31.0,1.0
2015-06-20,29.0,1.0
2015-06-21,17.0,1.0
2015-06-22,36.0,1.0
2015-06-23,33.0,1.0
2015-06-24,32.0,1.0
2015-06-25,32.0,1.0
2015-06-26,33.0,1.0
2015-06-27,32.0,1.0
2015-06-28,18.0,1.0
2015-06-29,39.0,1.0
2015-06-30,48.0,1.0
2015-07-01,47.0,1.0
2015-07-02,44.0,1.0
2015-07-03,41.0,1.0
2015-07-04,39.0,1.0
2015-07-05,22.0,1.0
2015-07-06,45.0,1.0
2015-07-07,42.0,1.0
2015-07-08,40.0,1.0
2015-07-09,38.0,1.0
2015-07-10,37.0,1.0
2015-07-11,33.0,1.0
2015-07-12,20.0,1.0
2015-07-13,39.0,1.0
2015-07-14,34.0,1.0
2015-07-15,35.0,1.0
2015-07-16,35.0,1.0
2015-07-17,35.0,1.0
2015-07-18,26.0,1.0
2015-07-19,18.0,1.0
2015-07-20,41.0,1.0
2015-07-21,36.0,1.0
2015-07-22,35.0,1.0
