date,TECHM,overlap
2012-09-26,15.0,1.0
2012-09-27,8.0,1.0
2012-09-28,16.0,1.0
2012-09-29,9.0,1.0
2012-09-30,0.0,1.0
2012-10-01,0.0,1.0
2012-10-02,0.0,1.0
2012-10-03,0.0,1.0
2012-10-04,7.0,1.0
2012-10-05,0.0,1.0
2012-10-06,9.0,1.0
2012-10-07,9.0,1.0
2012-10-08,7.0,1.0
2012-10-09,14.0,1.0
2012-10-10,14.0,1.0
2012-10-11,15.0,1.0
2012-10-12,15.0,1.0
2012-10-13,0.0,1.0
2012-10-14,9.0,1.0
2012-10-15,7.0,1.0
2012-10-16,28.0,1.0
2012-10-17,21.0,1.0
2012-10-18,0.0,1.0
2012-10-19,0.0,1.0
2012-10-20,9.0,1.0
2012-10-21,9.0,1.0
2012-10-22,21.0,1.0
2012-10-23,14.0,1.0
2012-10-24,14.0,1.0
2012-10-25,7.0,1.0
2012-10-26,0.0,1.0
2012-10-27,0.0,1.0
2012-10-28,8.0,1.0
2012-10-29,24.0,1.0
2012-10-30,7.0,1.0
2012-10-31,0.0,1.0
2012-11-01,8.0,1.0
2012-11-02,8.0,1.0
2012-11-03,0.0,1.0
2012-11-04,17.0,1.0
2012-11-05,14.0,1.0
2012-11-06,7.0,1.0
2012-11-07,0.0,1.0
2012-11-08,18.0,1.0
2012-11-09,15.0,1.0
2012-11-10,9.0,1.0
2012-11-11,0.0,1.0
2012-11-12,14.0,
2012-11-13,15.0,
2012-11-14,0.0,
2012-11-15,15.0,
2012-11-16,15.0,
2012-11-17,0.0,
2012-11-18,0.0,
2012-11-19,14.0,
2012-11-20,0.0,
2012-11-21,0.0,
2012-11-22,15.0,
2012-11-23,0.0,
2012-11-24,17.0,
2012-11-25,0.0,
2012-11-26,14.0,
2012-11-27,14.0,
2012-11-28,14.0,
2012-11-29,14.0,
2012-11-30,0.0,
2012-12-01,33.0,
2012-12-02,0.0,
2012-12-03,14.0,
2012-12-04,0.0,
2012-12-05,14.0,
2012-12-06,15.0,
2012-12-07,30.0,
2012-12-08,17.0,
2012-12-09,33.0,
2012-12-10,14.0,
2012-12-11,14.0,
2012-12-12,28.0,
2012-12-13,14.0,
2012-12-14,0.0,
2012-12-15,17.0,
2012-12-16,0.0,
2012-12-17,14.0,
2012-12-18,0.0,
2012-12-19,0.0,
2012-12-20,0.0,
2012-12-21,0.0,
2012-12-22,18.0,
2012-12-23,0.0,
2012-12-24,18.0,
2012-12-25,0.0,
2012-12-26,0.0,
2012-12-27,30.0,
2012-12-28,16.0,
2012-12-29,17.0,
2012-12-30,0.0,
2012-12-31,0.0,
2013-01-01,0.0,
2013-01-02,0.0,
2013-01-03,28.0,
2013-01-04,29.0,
2013-01-05,0.0,
2013-01-06,0.0,
2013-01-07,14.0,
2013-01-08,0.0,
2013-01-09,14.0,
2013-01-10,14.0,
2013-01-11,0.0,
2013-01-12,0.0,
2013-01-13,0.0,
2013-01-14,13.0,
2013-01-15,13.0,
2013-01-16,0.0,
2013-01-17,0.0,
2013-01-18,0.0,
2013-01-19,0.0,1.0
2013-01-20,8.0,1.0
2013-01-21,7.0,1.0
2013-01-22,7.0,1.0
2013-01-23,7.0,1.0
2013-01-24,7.0,1.0
2013-01-25,14.0,1.0
2013-01-26,8.0,1.0
2013-01-27,0.0,1.0
2013-01-28,7.0,1.0
2013-01-29,7.0,1.0
2013-01-30,23.0,1.0
2013-01-31,0.0,1.0
2013-02-01,0.0,1.0
2013-02-02,16.0,1.0
2013-02-03,8.0,1.0
2013-02-04,13.0,1.0
2013-02-05,0.0,1.0
2013-02-06,20.0,1.0
2013-02-07,23.0,1.0
2013-02-08,0.0,1.0
2013-02-09,16.0,1.0
2013-02-10,0.0,1.0
2013-02-11,13.0,1.0
2013-02-12,14.0,1.0
2013-02-13,0.0,1.0
2013-02-14,0.0,1.0
2013-02-15,0.0,1.0
2013-02-16,16.0,1.0
2013-02-17,0.0,1.0
2013-02-18,7.0,1.0
2013-02-19,10.0,1.0
2013-02-20,0.0,1.0
2013-02-21,7.0,1.0
2013-02-22,0.0,1.0
2013-02-23,8.0,1.0
2013-02-24,15.0,1.0
2013-02-25,13.0,1.0
2013-02-26,19.0,1.0
2013-02-27,13.0,1.0
2013-02-28,7.0,1.0
2013-03-01,21.0,1.0
2013-03-02,0.0,1.0
2013-03-03,8.0,1.0
2013-03-04,10.0,1.0
2013-03-05,29.0,1.0
2013-03-06,7.0,1.0
2013-03-07,13.0,1.0
2013-03-08,14.0,1.0
2013-03-09,0.0,1.0
2013-03-10,0.0,1.0
2013-03-11,19.0,1.0
2013-03-12,16.0,1.0
2013-03-13,6.0,1.0
2013-03-14,13.0,1.0
2013-03-15,7.0,1.0
2013-03-16,0.0,1.0
2013-03-17,0.0,1.0
2013-03-18,6.0,1.0
2013-03-19,19.0,1.0
2013-03-20,19.0,1.0
2013-03-21,26.0,1.0
2013-03-22,7.0,1.0
2013-03-23,0.0,1.0
2013-03-24,0.0,1.0
2013-03-25,0.0,1.0
2013-03-26,32.0,1.0
2013-03-27,20.0,1.0
2013-03-28,7.0,1.0
2013-03-29,8.0,1.0
2013-03-30,16.0,1.0
2013-03-31,8.0,1.0
2013-04-01,0.0,1.0
2013-04-02,19.0,1.0
2013-04-03,6.0,1.0
2013-04-04,19.0,1.0
2013-04-05,7.0,1.0
2013-04-06,0.0,1.0
2013-04-07,0.0,1.0
2013-04-08,6.0,1.0
2013-04-09,6.0,1.0
2013-04-10,16.0,1.0
2013-04-11,26.0,1.0
2013-04-12,0.0,1.0
2013-04-13,0.0,1.0
2013-04-14,0.0,1.0
2013-04-15,6.0,1.0
2013-04-16,13.0,1.0
2013-04-17,6.0,1.0
2013-04-18,6.0,1.0
2013-04-19,0.0,1.0
2013-04-20,8.0,1.0
2013-04-21,8.0,1.0
2013-04-22,6.0,1.0
2013-04-23,0.0,1.0
2013-04-24,13.0,1.0
2013-04-25,13.0,1.0
2013-04-26,7.0,1.0
2013-04-27,0.0,1.0
2013-04-28,0.0,1.0
2013-04-29,6.0,1.0
2013-04-30,0.0,
2013-05-01,0.0,
2013-05-02,0.0,
2013-05-03,0.0,
2013-05-04,0.0,
2013-05-05,0.0,
2013-05-06,13.0,
2013-05-07,0.0,
2013-05-08,0.0,
2013-05-09,0.0,
2013-05-10,0.0,
2013-05-11,0.0,
2013-05-12,0.0,
2013-05-13,13.0,
2013-05-14,13.0,
2013-05-15,0.0,
2013-05-16,0.0,
2013-05-17,13.0,
2013-05-18,0.0,
2013-05-19,0.0,
2013-05-20,13.0,
2013-05-21,25.0,
2013-05-22,0.0,
2013-05-23,13.0,
2013-05-24,13.0,
2013-05-25,0.0,
2013-05-26,0.0,
2013-05-27,13.0,
2013-05-28,0.0,
2013-05-29,0.0,
2013-05-30,0.0,
2013-05-31,13.0,
2013-06-01,0.0,
2013-06-02,0.0,
2013-06-03,0.0,
2013-06-04,13.0,
2013-06-05,0.0,
2013-06-06,0.0,
2013-06-07,13.0,
2013-06-08,0.0,
2013-06-09,0.0,
2013-06-10,0.0,
2013-06-11,0.0,
2013-06-12,13.0,
2013-06-13,0.0,
2013-06-14,0.0,
2013-06-15,0.0,
2013-06-16,15.0,
2013-06-17,13.0,
2013-06-18,0.0,
2013-06-19,0.0,
2013-06-20,0.0,
2013-06-21,40.0,
2013-06-22,15.0,
2013-06-23,0.0,
2013-06-24,13.0,
2013-06-25,13.0,
2013-06-26,0.0,
2013-06-27,13.0,
2013-06-28,0.0,
2013-06-29,0.0,
2013-06-30,0.0,
2013-07-01,0.0,
2013-07-02,13.0,
2013-07-03,0.0,
2013-07-04,14.0,
2013-07-05,14.0,
2013-07-06,0.0,
2013-07-07,0.0,1.0
2013-07-08,0.0,1.0
2013-07-09,6.0,1.0
2013-07-10,7.0,1.0
2013-07-11,7.0,1.0
2013-07-12,7.0,1.0
2013-07-13,0.0,1.0
2013-07-14,0.0,1.0
2013-07-15,7.0,1.0
2013-07-16,27.0,1.0
2013-07-17,14.0,1.0
2013-07-18,0.0,1.0
2013-07-19,29.0,1.0
2013-07-20,0.0,1.0
2013-07-21,8.0,1.0
2013-07-22,13.0,1.0
2013-07-23,19.0,1.0
2013-07-24,7.0,1.0
2013-07-25,33.0,1.0
2013-07-26,22.0,1.0
2013-07-27,8.0,1.0
2013-07-28,8.0,1.0
2013-07-29,25.0,1.0
2013-07-30,19.0,1.0
2013-07-31,17.0,1.0
2013-08-01,7.0,1.0
2013-08-02,24.0,1.0
2013-08-03,0.0,1.0
2013-08-04,0.0,1.0
2013-08-05,0.0,1.0
2013-08-06,0.0,1.0
2013-08-07,20.0,1.0
2013-08-08,14.0,1.0
2013-08-09,0.0,1.0
2013-08-10,0.0,1.0
2013-08-11,0.0,1.0
2013-08-12,13.0,1.0
2013-08-13,17.0,1.0
2013-08-14,13.0,1.0
2013-08-15,7.0,1.0
2013-08-16,7.0,1.0
2013-08-17,8.0,1.0
2013-08-18,8.0,1.0
2013-08-19,20.0,1.0
2013-08-20,13.0,1.0
2013-08-21,7.0,1.0
2013-08-22,7.0,1.0
2013-08-23,7.0,1.0
2013-08-24,31.0,1.0
2013-08-25,8.0,1.0
2013-08-26,19.0,1.0
2013-08-27,19.0,1.0
2013-08-28,16.0,1.0
2013-08-29,33.0,1.0
2013-08-30,17.0,1.0
2013-08-31,0.0,1.0
2013-09-01,15.0,1.0
2013-09-02,7.0,1.0
2013-09-03,22.0,1.0
2013-09-04,13.0,1.0
2013-09-05,7.0,1.0
2013-09-06,0.0,1.0
2013-09-07,0.0,1.0
2013-09-08,0.0,1.0
2013-09-09,0.0,1.0
2013-09-10,6.0,1.0
2013-09-11,12.0,1.0
2013-09-12,16.0,1.0
2013-09-13,7.0,1.0
2013-09-14,0.0,1.0
2013-09-15,7.0,1.0
2013-09-16,18.0,1.0
2013-09-17,6.0,1.0
2013-09-18,38.0,1.0
2013-09-19,19.0,1.0
2013-09-20,0.0,1.0
2013-09-21,0.0,1.0
2013-09-22,0.0,1.0
2013-09-23,7.0,1.0
2013-09-24,6.0,1.0
2013-09-25,6.0,1.0
2013-09-26,13.0,1.0
2013-09-27,0.0,1.0
2013-09-28,7.0,1.0
2013-09-29,15.0,1.0
2013-09-30,15.0,1.0
2013-10-01,6.0,1.0
2013-10-02,0.0,1.0
2013-10-03,0.0,1.0
2013-10-04,26.0,1.0
2013-10-05,0.0,1.0
2013-10-06,0.0,1.0
2013-10-07,13.0,1.0
2013-10-08,6.0,1.0
2013-10-09,18.0,1.0
2013-10-10,25.0,1.0
2013-10-11,19.0,1.0
2013-10-12,0.0,1.0
2013-10-13,0.0,1.0
2013-10-14,19.0,1.0
2013-10-15,28.0,1.0
2013-10-16,0.0,
2013-10-17,26.0,
2013-10-18,27.0,
2013-10-19,0.0,
2013-10-20,15.0,
2013-10-21,19.0,
2013-10-22,13.0,
2013-10-23,25.0,
2013-10-24,13.0,
2013-10-25,13.0,
2013-10-26,0.0,
2013-10-27,0.0,
2013-10-28,25.0,
2013-10-29,13.0,
2013-10-30,13.0,
2013-10-31,13.0,
2013-11-01,14.0,
2013-11-02,15.0,
2013-11-03,15.0,
2013-11-04,0.0,
2013-11-05,12.0,
2013-11-06,19.0,
2013-11-07,13.0,
2013-11-08,13.0,
2013-11-09,15.0,
2013-11-10,0.0,
2013-11-11,0.0,
2013-11-12,12.0,
2013-11-13,19.0,
2013-11-14,13.0,
2013-11-15,20.0,
2013-11-16,0.0,
2013-11-17,14.0,
2013-11-18,25.0,
2013-11-19,12.0,
2013-11-20,13.0,
2013-11-21,13.0,
2013-11-22,13.0,
2013-11-23,15.0,
2013-11-24,14.0,
2013-11-25,12.0,
2013-11-26,13.0,
2013-11-27,12.0,
2013-11-28,26.0,
2013-11-29,0.0,
2013-11-30,15.0,
2013-12-01,14.0,
2013-12-02,24.0,
2013-12-03,12.0,
2013-12-04,0.0,
2013-12-05,25.0,
2013-12-06,13.0,
2013-12-07,0.0,
2013-12-08,14.0,
2013-12-09,12.0,
2013-12-10,0.0,
2013-12-11,0.0,
2013-12-12,0.0,
2013-12-13,0.0,
2013-12-14,0.0,
2013-12-15,0.0,
2013-12-16,37.0,
2013-12-17,13.0,
2013-12-18,13.0,
2013-12-19,13.0,
2013-12-20,14.0,
2013-12-21,15.0,
2013-12-22,0.0,
2013-12-23,12.0,1.0
2013-12-24,8.0,1.0
2013-12-25,15.0,1.0
2013-12-26,13.0,1.0
2013-12-27,0.0,1.0
2013-12-28,13.0,1.0
2013-12-29,6.0,1.0
2013-12-30,12.0,1.0
2013-12-31,22.0,1.0
2014-01-01,35.0,1.0
2014-01-02,18.0,1.0
2014-01-03,34.0,1.0
2014-01-04,20.0,1.0
2014-01-05,0.0,1.0
2014-01-06,16.0,1.0
2014-01-07,9.0,1.0
2014-01-08,16.0,1.0
2014-01-09,17.0,1.0
2014-01-10,18.0,1.0
2014-01-11,0.0,1.0
2014-01-12,6.0,1.0
2014-01-13,10.0,1.0
2014-01-14,16.0,1.0
2014-01-15,15.0,1.0
2014-01-16,17.0,1.0
2014-01-17,17.0,1.0
2014-01-18,7.0,1.0
2014-01-19,18.0,1.0
2014-01-20,15.0,1.0
2014-01-21,14.0,1.0
2014-01-22,16.0,1.0
2014-01-23,19.0,1.0
2014-01-24,12.0,1.0
2014-01-25,0.0,1.0
2014-01-26,7.0,1.0
2014-01-27,10.0,1.0
2014-01-28,16.0,1.0
2014-01-29,26.0,1.0
2014-01-30,20.0,1.0
2014-01-31,11.0,1.0
2014-02-01,25.0,1.0
2014-02-02,0.0,1.0
2014-02-03,5.0,1.0
2014-02-04,19.0,1.0
2014-02-05,15.0,1.0
2014-02-06,0.0,1.0
2014-02-07,13.0,1.0
2014-02-08,21.0,1.0
2014-02-09,0.0,1.0
2014-02-10,15.0,1.0
2014-02-11,10.0,1.0
2014-02-12,32.0,1.0
2014-02-13,16.0,1.0
2014-02-14,11.0,1.0
2014-02-15,5.0,1.0
2014-02-16,7.0,1.0
2014-02-17,13.0,1.0
2014-02-18,6.0,1.0
2014-02-19,10.0,1.0
2014-02-20,12.0,1.0
2014-02-21,22.0,1.0
2014-02-22,0.0,1.0
2014-02-23,5.0,1.0
2014-02-24,20.0,1.0
2014-02-25,21.0,1.0
2014-02-26,6.0,1.0
2014-02-27,16.0,1.0
2014-02-28,13.0,1.0
2014-03-01,12.0,1.0
2014-03-02,0.0,1.0
2014-03-03,5.0,1.0
2014-03-04,11.0,1.0
2014-03-05,6.0,1.0
2014-03-06,13.0,1.0
2014-03-07,22.0,1.0
2014-03-08,0.0,1.0
2014-03-09,5.0,1.0
2014-03-10,13.0,1.0
2014-03-11,10.0,1.0
2014-03-12,12.0,1.0
2014-03-13,32.0,1.0
2014-03-14,5.0,1.0
2014-03-15,7.0,1.0
2014-03-16,7.0,1.0
2014-03-17,6.0,1.0
2014-03-18,18.0,1.0
2014-03-19,16.0,1.0
2014-03-20,11.0,1.0
2014-03-21,11.0,1.0
2014-03-22,18.0,1.0
2014-03-23,0.0,1.0
2014-03-24,16.0,1.0
2014-03-25,16.0,1.0
2014-03-26,10.0,1.0
2014-03-27,10.0,1.0
2014-03-28,11.0,1.0
2014-03-29,0.0,1.0
2014-03-30,7.0,1.0
2014-03-31,15.0,1.0
2014-04-01,6.0,1.0
2014-04-02,5.0,1.0
2014-04-03,9.0,
2014-04-04,9.0,
2014-04-05,0.0,
2014-04-06,11.0,
2014-04-07,14.0,
2014-04-08,9.0,
2014-04-09,0.0,
2014-04-10,9.0,
2014-04-11,0.0,
2014-04-12,0.0,
2014-04-13,0.0,
2014-04-14,19.0,
2014-04-15,0.0,
2014-04-16,9.0,
2014-04-17,0.0,
2014-04-18,16.0,
2014-04-19,0.0,
2014-04-20,0.0,
2014-04-21,10.0,
2014-04-22,18.0,
2014-04-23,9.0,
2014-04-24,9.0,
2014-04-25,10.0,
2014-04-26,0.0,
2014-04-27,11.0,
2014-04-28,14.0,
2014-04-29,18.0,
2014-04-30,9.0,
2014-05-01,10.0,
2014-05-02,10.0,
2014-05-03,0.0,
2014-05-04,0.0,
2014-05-05,19.0,
2014-05-06,0.0,
2014-05-07,0.0,
2014-05-08,9.0,
2014-05-09,19.0,
2014-05-10,0.0,
2014-05-11,0.0,
2014-05-12,0.0,
2014-05-13,14.0,
2014-05-14,28.0,
2014-05-15,9.0,
2014-05-16,19.0,
2014-05-17,0.0,
2014-05-18,0.0,
2014-05-19,0.0,
2014-05-20,9.0,
2014-05-21,15.0,
2014-05-22,21.0,
2014-05-23,0.0,
2014-05-24,0.0,
2014-05-25,12.0,
2014-05-26,10.0,
2014-05-27,35.0,
2014-05-28,15.0,
2014-05-29,0.0,
2014-05-30,0.0,
2014-05-31,0.0,
2014-06-01,12.0,
2014-06-02,21.0,
2014-06-03,0.0,
2014-06-04,10.0,
2014-06-05,15.0,
2014-06-06,11.0,
2014-06-07,0.0,
2014-06-08,0.0,
2014-06-09,21.0,
2014-06-10,16.0,1.0
2014-06-11,9.0,1.0
2014-06-12,9.0,1.0
2014-06-13,15.0,1.0
2014-06-14,0.0,1.0
2014-06-15,6.0,1.0
2014-06-16,15.0,1.0
2014-06-17,9.0,1.0
2014-06-18,6.0,1.0
2014-06-19,11.0,1.0
2014-06-20,21.0,1.0
2014-06-21,0.0,1.0
2014-06-22,6.0,1.0
2014-06-23,18.0,1.0
2014-06-24,16.0,1.0
2014-06-25,9.0,1.0
2014-06-26,0.0,1.0
2014-06-27,20.0,1.0
2014-06-28,11.0,1.0
2014-06-29,5.0,1.0
2014-06-30,13.0,1.0
2014-07-01,9.0,1.0
2014-07-02,6.0,1.0
2014-07-03,4.0,1.0
2014-07-04,0.0,1.0
2014-07-05,11.0,1.0
2014-07-06,0.0,1.0
2014-07-07,11.0,1.0
2014-07-08,13.0,1.0
2014-07-09,13.0,1.0
2014-07-10,9.0,1.0
2014-07-11,6.0,1.0
2014-07-12,5.0,1.0
2014-07-13,5.0,1.0
2014-07-14,4.0,1.0
2014-07-15,18.0,1.0
2014-07-16,28.0,1.0
2014-07-17,13.0,1.0
2014-07-18,0.0,1.0
2014-07-19,23.0,1.0
2014-07-20,5.0,1.0
2014-07-21,10.0,1.0
2014-07-22,14.0,1.0
2014-07-23,15.0,1.0
2014-07-24,21.0,1.0
2014-07-25,10.0,1.0
2014-07-26,6.0,1.0
2014-07-27,0.0,1.0
2014-07-28,9.0,1.0
2014-07-29,9.0,1.0
2014-07-30,0.0,1.0
2014-07-31,0.0,1.0
2014-08-01,23.0,1.0
2014-08-02,5.0,1.0
2014-08-03,11.0,1.0
2014-08-04,26.0,1.0
2014-08-05,9.0,1.0
2014-08-06,9.0,1.0
2014-08-07,0.0,1.0
2014-08-08,12.0,1.0
2014-08-09,0.0,1.0
2014-08-10,0.0,1.0
2014-08-11,11.0,1.0
2014-08-12,16.0,1.0
2014-08-13,19.0,1.0
2014-08-14,13.0,1.0
2014-08-15,14.0,1.0
2014-08-16,0.0,1.0
2014-08-17,5.0,1.0
2014-08-18,9.0,1.0
2014-08-19,5.0,1.0
2014-08-20,9.0,1.0
2014-08-21,9.0,1.0
2014-08-22,19.0,1.0
2014-08-23,12.0,1.0
2014-08-24,0.0,1.0
2014-08-25,6.0,1.0
2014-08-26,0.0,1.0
2014-08-27,13.0,1.0
2014-08-28,18.0,1.0
2014-08-29,15.0,1.0
2014-08-30,11.0,1.0
2014-08-31,0.0,1.0
2014-09-01,11.0,1.0
2014-09-02,17.0,1.0
2014-09-03,15.0,1.0
2014-09-04,26.0,1.0
2014-09-05,0.0,1.0
2014-09-06,10.0,1.0
2014-09-07,6.0,1.0
2014-09-08,7.0,1.0
2014-09-09,13.0,1.0
2014-09-10,10.0,1.0
2014-09-11,17.0,1.0
2014-09-12,0.0,1.0
2014-09-13,10.0,1.0
2014-09-14,0.0,1.0
2014-09-15,9.0,1.0
2014-09-16,11.0,1.0
2014-09-17,10.0,1.0
2014-09-18,17.0,1.0
2014-09-19,8.0,
2014-09-20,9.0,
2014-09-21,0.0,
2014-09-22,8.0,
2014-09-23,8.0,
2014-09-24,11.0,
2014-09-25,11.0,
2014-09-26,23.0,
2014-09-27,9.0,
2014-09-28,18.0,
2014-09-29,15.0,
2014-09-30,15.0,
2014-10-01,8.0,
2014-10-02,8.0,
2014-10-03,0.0,
2014-10-04,0.0,
2014-10-05,9.0,
2014-10-06,8.0,
2014-10-07,7.0,
2014-10-08,15.0,
2014-10-09,15.0,
2014-10-10,8.0,
2014-10-11,0.0,
2014-10-12,0.0,
2014-10-13,15.0,
2014-10-14,11.0,
2014-10-15,7.0,
2014-10-16,0.0,
2014-10-17,8.0,
2014-10-18,0.0,
2014-10-19,9.0,
2014-10-20,14.0,
2014-10-21,7.0,
2014-10-22,7.0,
2014-10-23,8.0,
2014-10-24,0.0,
2014-10-25,0.0,
2014-10-26,0.0,
2014-10-27,11.0,
2014-10-28,7.0,
2014-10-29,18.0,
2014-10-30,11.0,
2014-10-31,8.0,
2014-11-01,0.0,
2014-11-02,0.0,
2014-11-03,11.0,
2014-11-04,7.0,
2014-11-05,7.0,
2014-11-06,21.0,
2014-11-07,15.0,
2014-11-08,9.0,
2014-11-09,0.0,
2014-11-10,7.0,
2014-11-11,7.0,
2014-11-12,14.0,
2014-11-13,7.0,
2014-11-14,0.0,
2014-11-15,8.0,
2014-11-16,0.0,
2014-11-17,0.0,
2014-11-18,23.0,
2014-11-19,8.0,
2014-11-20,18.0,
2014-11-21,30.0,
2014-11-22,9.0,
2014-11-23,0.0,
2014-11-24,11.0,
2014-11-25,7.0,
2014-11-26,8.0,1.0
2014-11-27,9.0,1.0
2014-11-28,22.0,1.0
2014-11-29,10.0,1.0
2014-11-30,4.0,1.0
2014-12-01,12.0,1.0
2014-12-02,9.0,1.0
2014-12-03,18.0,1.0
2014-12-04,5.0,1.0
2014-12-05,11.0,1.0
2014-12-06,10.0,1.0
2014-12-07,10.0,1.0
2014-12-08,22.0,1.0
2014-12-09,15.0,1.0
2014-12-10,8.0,1.0
2014-12-11,23.0,1.0
2014-12-12,0.0,1.0
2014-12-13,6.0,1.0
2014-12-14,5.0,1.0
2014-12-15,8.0,1.0
2014-12-16,14.0,1.0
2014-12-17,17.0,1.0
2014-12-18,9.0,1.0
2014-12-19,13.0,1.0
2014-12-20,0.0,1.0
2014-12-21,9.0,1.0
2014-12-22,18.0,1.0
2014-12-23,22.0,1.0
2014-12-24,4.0,1.0
2014-12-25,0.0,1.0
2014-12-26,6.0,1.0
2014-12-27,0.0,1.0
2014-12-28,6.0,1.0
2014-12-29,13.0,1.0
2014-12-30,16.0,1.0
2014-12-31,4.0,1.0
2015-01-01,5.0,1.0
2015-01-02,28.0,1.0
2015-01-03,11.0,1.0
2015-01-04,4.0,1.0
2015-01-05,10.0,1.0
2015-01-06,15.0,1.0
2015-01-07,5.0,1.0
2015-01-08,3.0,1.0
2015-01-09,29.0,1.0
2015-01-10,16.0,1.0
2015-01-11,0.0,1.0
2015-01-12,16.0,1.0
2015-01-13,14.0,1.0
2015-01-14,5.0,1.0
2015-01-15,13.0,1.0
2015-01-16,16.0,1.0
2015-01-17,10.0,1.0
2015-01-18,9.0,1.0
2015-01-19,10.0,1.0
2015-01-20,13.0,1.0
2015-01-21,17.0,1.0
2015-01-22,18.0,1.0
2015-01-23,7.0,1.0
2015-01-24,6.0,1.0
2015-01-25,9.0,1.0
2015-01-26,14.0,1.0
2015-01-27,14.0,1.0
2015-01-28,18.0,1.0
2015-01-29,10.0,1.0
2015-01-30,12.0,1.0
2015-01-31,0.0,1.0
2015-02-01,4.0,1.0
2015-02-02,10.0,1.0
2015-02-03,14.0,1.0
2015-02-04,19.0,1.0
2015-02-05,10.0,1.0
2015-02-06,10.0,1.0
2015-02-07,9.0,1.0
2015-02-08,14.0,1.0
2015-02-09,4.0,1.0
2015-02-10,9.0,1.0
2015-02-11,14.0,1.0
2015-02-12,16.0,1.0
2015-02-13,10.0,1.0
2015-02-14,5.0,1.0
2015-02-15,9.0,1.0
2015-02-16,5.0,1.0
2015-02-17,13.0,1.0
2015-02-18,8.0,1.0
2015-02-19,14.0,1.0
2015-02-20,12.0,1.0
2015-02-21,9.0,1.0
2015-02-22,9.0,1.0
2015-02-23,4.0,1.0
2015-02-24,28.0,1.0
2015-02-25,5.0,1.0
2015-02-26,13.0,1.0
2015-02-27,13.0,1.0
2015-02-28,5.0,1.0
2015-03-01,0.0,1.0
2015-03-02,10.0,1.0
2015-03-03,8.0,1.0
2015-03-04,24.0,1.0
2015-03-05,0.0,1.0
2015-03-06,4.0,1.0
2015-03-07,0.0,
2015-03-08,10.0,
2015-03-09,18.0,
2015-03-10,18.0,
2015-03-11,9.0,
2015-03-12,9.0,
2015-03-13,9.0,
2015-03-14,21.0,
2015-03-15,10.0,
2015-03-16,9.0,
2015-03-17,9.0,
2015-03-18,9.0,
2015-03-19,18.0,
2015-03-20,14.0,
2015-03-21,0.0,
2015-03-22,0.0,
2015-03-23,9.0,
2015-03-24,18.0,
2015-03-25,39.0,
2015-03-26,26.0,
2015-03-27,18.0,
2015-03-28,0.0,
2015-03-29,0.0,
2015-03-30,27.0,
2015-03-31,13.0,
2015-04-01,0.0,
2015-04-02,9.0,
2015-04-03,21.0,
2015-04-04,0.0,
2015-04-05,0.0,
2015-04-06,24.0,
2015-04-07,9.0,
2015-04-08,22.0,
2015-04-09,18.0,
2015-04-10,19.0,
2015-04-11,10.0,
2015-04-12,0.0,
2015-04-13,22.0,
2015-04-14,18.0,
2015-04-15,14.0,
2015-04-16,0.0,
2015-04-17,14.0,
2015-04-18,11.0,
2015-04-19,0.0,
2015-04-20,22.0,
2015-04-21,9.0,
2015-04-22,18.0,
2015-04-23,0.0,
2015-04-24,9.0,
2015-04-25,0.0,
2015-04-26,0.0,
2015-04-27,18.0,
2015-04-28,9.0,
2015-04-29,13.0,
2015-04-30,14.0,
2015-05-01,10.0,
2015-05-02,11.0,
2015-05-03,0.0,
2015-05-04,9.0,
2015-05-05,27.0,
2015-05-06,9.0,
2015-05-07,18.0,
2015-05-08,9.0,
2015-05-09,11.0,
2015-05-10,0.0,
2015-05-11,22.0,
2015-05-12,17.0,
2015-05-13,18.0,
2015-05-14,47.0,1.0
2015-05-15,10.0,1.0
2015-05-16,5.0,1.0
2015-05-17,0.0,1.0
2015-05-18,10.0,1.0
2015-05-19,9.0,1.0
2015-05-20,12.0,1.0
2015-05-21,25.0,1.0
2015-05-22,31.0,1.0
2015-05-23,0.0,1.0
2015-05-24,5.0,1.0
2015-05-25,10.0,1.0
2015-05-26,20.0,1.0
2015-05-27,34.0,1.0
2015-05-28,33.0,1.0
2015-05-29,18.0,1.0
2015-05-30,7.0,1.0
2015-05-31,13.0,1.0
2015-06-01,41.0,1.0
2015-06-02,17.0,1.0
2015-06-03,22.0,1.0
2015-06-04,31.0,1.0
2015-06-05,23.0,1.0
2015-06-06,0.0,1.0
2015-06-07,5.0,1.0
2015-06-08,34.0,1.0
2015-06-09,19.0,1.0
2015-06-10,4.0,1.0
2015-06-11,24.0,1.0
2015-06-12,10.0,1.0
2015-06-13,8.0,1.0
2015-06-14,12.0,1.0
2015-06-15,10.0,1.0
2015-06-16,0.0,1.0
2015-06-17,17.0,1.0
2015-06-18,13.0,1.0
2015-06-19,11.0,1.0
2015-06-20,12.0,1.0
2015-06-21,5.0,1.0
2015-06-22,15.0,1.0
2015-06-23,10.0,1.0
2015-06-24,5.0,1.0
2015-06-25,33.0,1.0
2015-06-26,19.0,1.0
2015-06-27,0.0,1.0
2015-06-28,33.0,1.0
2015-06-29,29.0,1.0
2015-06-30,32.0,1.0
2015-07-01,29.0,1.0
2015-07-02,13.0,1.0
2015-07-03,22.0,1.0
2015-07-04,14.0,1.0
2015-07-05,7.0,1.0
2015-07-06,25.0,1.0
